post_id,user_id,full_text,created_at,lang,repost_count,like_count,source
1907374277143232976,2736639061,"TrumpÕs Tariff Plan: A Global Trade Shake-Up

https://t.co/0m53VfmbTl

#TrumpTariff #GlobalTrade #TradePolicy #EconomicImpact #TariffTalk #TradeWar #InternationalTrade #MarketTrends #BusinessNews #TradeNegotiations #hotnews #news #breaking #Business #BusinessNews #World",Wed Apr 02 10:07:19 +0000 2025,en,0,0,Twitter Web App
1907368317238583343,2736639061,"TrumpÕs Tariff Plan: A Global Trade Shake-Up

https://t.co/LIaOgUURXz

#TrumpTariff #GlobalTrade #TradePolicy #EconomicImpact #TariffTalk #TradeWar #InternationalTrade #MarketTrends #BusinessNews #TradeNegotiations #hotnews",Wed Apr 02 09:43:38 +0000 2025,en,0,0,Twitter Web App
1907355675090465168,878193146,"The way Indian Markets are behaving today, it is an insult to Trump.



#TrumpTariff",Wed Apr 02 08:53:24 +0000 2025,en,0,1,Twitter for Android
1907325102116762110,200446314,"#vadilalind
 Robust breakout surpassing its prior peakÑwill the rally sustain its momentum?
#nifty50 #StocksToBuy #IndusindBank #TrumpTariff #us30 #bitcoin #GIFTNIFTY #crypto #sharemarket #cnxrealty #dlf #bankofindia #banknifty #tataconsum #voltas https://t.co/J1BmbPnyqa",Wed Apr 02 06:51:55 +0000 2025,en,0,1,Twitter for iPhone
1907305758431273352,400630125,"Donald Trump is hoping for a favourable bilateral trade agreement as the US imports nearly _4 lakh crore worth of items more than India does #DonaldTrump #TrumpTariff #UStariff 

https://t.co/E554iwMsGD",Wed Apr 02 05:35:03 +0000 2025,en,1,0,Twitter Web App
1907290581631717680,1243473161317781504,"@SpencerHakimian No costings. No analysis. No studies on various outcomes or financial results.
#TrumpTariffs #TrumpTariff is just random guesswork. NOT the way to run a country, but a surefire way to achieve another Trump bankruptcy.
Not fit to lead. Never was. #Trump",Wed Apr 02 04:34:45 +0000 2025,en,0,0,Twitter for iPhone
1907583547327787042,38576013,"Prime Minister Anthony Albanese has condemned Donald Trump's sweeping 'Liberation Day' tariffs, with the US President singling out Australian beef during his announcements.

Australia will be subject to a ""baseline"" 10 per cent tariff on all exports to the US, while countries https://t.co/9YbF0Habvd",Wed Apr 02 23:58:53 +0000 2025,en,3,8,Twitter Web App
1907583543334809614,1328418177299210240,@LucianoFlips Nice bounce right off that floor itÕs been getting to at points. Mid day Trump tariff chart ruined the real stocks and crypto people. Patienceeee it was getting really smelly around #stinkdex world today. Moves are coming diamond hands,Wed Apr 02 23:58:52 +0000 2025,en,0,12,Twitter for iPhone
1907583522803691714,1615328066129252354,"US President Donald Trump signed an aggressive ÒReciprocal TariffÓ policy on Wednesday, escalating tensions and increasing the likelihood of a trade war that could slow global economic growth.

https://t.co/llOKd33yDE",Wed Apr 02 23:58:47 +0000 2025,en,0,0,Twitter Web App
1907583501245055407,1708536617571360768,"Trump probably didnÕt want to tariff ruzzia because heÕd hate to cut down on the imports of ruzzian disinformation and propaganda.

ThatÕs the main thing the U.S. imports from that  hole.",Wed Apr 02 23:58:42 +0000 2025,en,9,44,Twitter Web App
1907583486656971210,105148135,Trump should tariff tornadoes,Wed Apr 02 23:58:39 +0000 2025,en,0,1,Twitter for iPhone
1907583481489875032,243200021,"@SeniaVJ @FormerlyCBM The only way theyÕll drop their tariffs on us is if we drop ours on them. If that happens, how will Trump use the nonexistent tariff revenue to pay for all the things he said it would pay for?",Wed Apr 02 23:58:37 +0000 2025,en,1,2,Twitter for iPhone
1907583479438614991,1591066383667830784,"Although the #Netanyahu government eliminated tariffs on the US yesterday, #Trump is now imposing a 17% tariff. 
White House Official: ""Israel has stolen a significant amount of US intellectual property in the pharmaceutical sector.",Wed Apr 02 23:58:37 +0000 2025,en,0,1,Twitter for Android
1907583464494469200,1887155471938994176,"Orange man announces reciprocal tariff of 10% on Aus - my portfolio goes up 7.5%

Trump is more likely to make me better off than Alco Albo or Dud Dutton. 

In 2016, I needed a new vacuum cleaner but I was short on dinero - bet $300 on Trump at $5 and bought the fanciest Dyson at",Wed Apr 02 23:58:33 +0000 2025,en,0,1,Twitter for iPhone
1907583457980723592,1484147016863141889,"@brianlilley Trump has left all CUSMA protected products off the tariff list. The Liberals have no answers for Canadians on affordability, safety, taxes, housing.",Wed Apr 02 23:58:32 +0000 2025,en,0,2,Twitter for iPhone
1907583443745255770,74351284,@_johnnymaga True but it does also give Trump room to ratchet up pressure (and tariff amount) if these countries refuse to come to the table.,Wed Apr 02 23:58:28 +0000 2025,en,0,3,Twitter for iPhone
1907583439835934793,1631985808591712258,"Crypto Carnage: $509M Wiped Out Post-Trump Tariff Bombshell as BTC, ETH, SOL Spiral
https://t.co/lgeS7P57a8",Wed Apr 02 23:58:27 +0000 2025,en,0,0,Twitter Web App
1907583438724403493,1311445498394537984,I honestly cant believe Trump staffers were looking at this tariff chart since 6am and no one said how insane this is,Wed Apr 02 23:58:27 +0000 2025,en,0,4,Twitter for iPhone
1907583436174536969,2697388393,"@RpsAgainstTrump Every American will be living their next four years under Donald J Trumps tariff's, you will see the same amount of cars being built in America &amp; nothing else change , its all a clown show for Trump &amp; these other countries will be the ones who benefit when Trump is gone for good. https://t.co/d6pu5xJBVl",Wed Apr 02 23:58:27 +0000 2025,en,0,1,Twitter Web App
1907583430361252229,1617679327839109121,"BREAKING: Trump just dropped his ÒDeclaration of Economic IndependenceÓ at the Make America Wealthy Again event Ñ and weÕve got the full breakdown.
Tariffs, trade, and the 2024 twist you didnÕt see coming.
Listen now: https://t.co/0DjmXJGkW2
#RantingPolitics #Trump #Economy",Wed Apr 02 23:58:25 +0000 2025,en,302,975,Twitter for Android
1907583427806900503,13220112,"@JamesSurowiecki So, since Trump is only about serving the interests of his MAGA voter base, and not the whole country, why not just institute these wealth-creating tariffs at the borders of the states that voted for him? Let the blue states suffer with their antiquated low tariff, high-trade",Wed Apr 02 23:58:25 +0000 2025,en,0,2,Twitter for iPhone
1907583406600253803,1141972232408829952,"Imagine being a boomer rn, almost retirement age, record high #stockmarket, your 401k at ATH.

Then Trump comes in with his tariff trade wars &amp; absolutely blows up your portfolio, to the point where you can no longer retire comfortably now

And STILL being a #MAGA supporter...",Wed Apr 02 23:58:19 +0000 2025,en,154,1084,Twitter Web App
1907583400531374388,100370409,"tariff is what a US president can enact without aproval from congress , so this is why trump go straight for 'tariff war' because it makes him 'tough' in front of delusional supporterx who so stupid they not realizing its they who will pay the tariff

america self destruct",Wed Apr 02 23:58:18 +0000 2025,en,0,10,Twitter Web App
1907583392897515570,2768271223,BREAKING: Citizens of Heard and McDonald islands have issued a statement after trump's 10%  tariff. https://t.co/C7nYpAGRRb,Wed Apr 02 23:58:16 +0000 2025,en,7759,35979,Twitter Web App
1907583386610217373,4892995511,@michelleyroo2 Most people donÕt understand the concept of how Trump is utilizing the tariff policy. ItÕs a long game style tactic that forces countries back to the negotiating table in order to renegotiate more favorable terms.,Wed Apr 02 23:58:15 +0000 2025,en,0,0,Twitter Web App
1907583380809798139,9294762,"President Donald Trump declared on Wednesday a 10 per cent baseline tax on imports from all countries and higher tariff rates on dozens of nations that run trade surpluses with the United States, threatening to upend much of the architecture of the global economy and trigger",Wed Apr 02 23:58:13 +0000 2025,en,0,1,Twitter Web App
1907583378242822154,9294762,"Trump Tariffs Announcement Live: #Trump imposes sweeping tariffs, risking inflation and trade wars

Follow for live updates here
https://t.co/WlP1R5ZywR",Wed Apr 02 23:58:13 +0000 2025,en,0,1,Twitter Web App
1907583372530168312,204273771,"Trump fools MAGA into thinking that other countries already tariff American goods.

It's a blatant lie.
Australia doesn't tariff US at all, and we are not reciprocating. We have bio security bans on a few products including beef.

If you don't want our beef, make smaller burgers! https://t.co/lSXUiXqXzZ",Wed Apr 02 23:58:11 +0000 2025,en,13,35,Twitter for Android
1907583367396131249,38446352,@grok @CuriousDegens @orthonormalist @TheLongInvest @grok please consider the effects of the non-tariff barriers that Trump has been discussing and determine if those are a large part of the newly announced tariff levels,Wed Apr 02 23:58:10 +0000 2025,en,0,0,Twitter Web App
1907583351399002215,47518480,"https://t.co/0bKSMDX6Ae Stock Market responds negatively to #Trump's ""Liberation Day.""",Wed Apr 02 23:58:06 +0000 2025,en,0,0,Twitter Web App
1907583345162088728,227144005,@EScrimshaw Exactly. Carney is the one who has established he can stand-up for Canada in the face of Trump. The (most but not all) tariff exemption is proof of that. The @liberal_party comms now must hammer this message out over... and over... and over again. #cdnpoli,Wed Apr 02 23:58:05 +0000 2025,en,1,12,Twitter Web App
1907583344197644375,632475061,"President Trump has slapped a 10% reciprocal tariff on the Heard and McDonald Islands (a literal iceberg) Ñan uninhabited Australian territory in the Indian Ocean with a population of 0É unless you count penguins and endangered seabirds.

Even the penguins aren't safe in https://t.co/qHp1hZvdLa",Wed Apr 02 23:58:05 +0000 2025,en,57,205,Twitter Web App
1907583335066394967,1666829193026363398,TrumpÕs Tariff Plan Explained: Destroy or Help The US Economy? https://t.co/bW3nq6JoEE via @YouTube. A must listen.,Wed Apr 02 23:58:02 +0000 2025,en,0,0,Twitter for iPhone
1907583327261045178,1613527273046409216,"Trump enacts 10% tariff on all imports, ramps up pressure on 60 countries
https://t.co/zop1hzm02n",Wed Apr 02 23:58:01 +0000 2025,en,0,0,Twitter Web App
1907583315726803051,909664134526009344,"Trump enacts 10% tariff on all imports, ramps up pressure on 60 countries
https://t.co/rROBPXKx6k",Wed Apr 02 23:57:58 +0000 2025,en,0,0,Twitter Web App
1907583310676766773,1937491693,"@SpoudaiosR @DavidAsmanfox No, Trump has not. Grump put 25% punitive tariff but suspended. Grump put 25% tariff on Steel &amp; Aluminium. The deal has to be no tariff for any reasons.",Wed Apr 02 23:57:57 +0000 2025,en,0,0,Twitter for iPad
1907583305467507091,1427341189083123745,"@NoLieWithBTC Those are part of Australia.
Yes, he does think you are that stupid.
As of April 2, 2025, U.S. President Donald Trump has implemented new tariffs affecting Australia, announced as part of his ""Liberation Day"" economic policy. These measures include a baseline 10% tariff on all",Wed Apr 02 23:57:55 +0000 2025,en,2,14,Twitter Web App
1907583303147778412,865630216051335168,"@GKPeDia27 Trump's 26% tariff on India aims to counter their 56% tariffs, but experts say India's economy might weather it well. Still, global markets are shakyÑstocks dipped with inflation fears!",Wed Apr 02 23:57:55 +0000 2025,en,0,2,Twitter Web App
1907583294276817055,4467010700,"Policy play: JPNÕs push for local farming via the ADF is smartÑless import reliance. But TrumpÕs tariff war tests this. Jamaica could retaliate (10% on U.S. goods = $60M hit to U.S. exporters), but escalation risks a tit-for-tat spiral. Diplomacy over defiance is the better bet.",Wed Apr 02 23:57:53 +0000 2025,en,0,1,Twitter for Android
